filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
0003.jpg,83132,{},14,5,"{""name"":""rect"",""x"":29,""y"":111,""width"":86,""height"":145}","{""animal"":""donkey"",""animal part"":""ear""}"
0003.jpg,83132,{},14,6,"{""name"":""rect"",""x"":170,""y"":114,""width"":143,""height"":148}","{""animal"":""donkey"",""animal part"":""ear""}"
0003.jpg,83132,{},14,7,"{""name"":""rect"",""x"":42,""y"":102,""width"":274,""height"":489}","{""animal"":""donkey"",""animal part"":""head""}"
0003.jpg,83132,{},14,8,"{""name"":""rect"",""x"":84,""y"":316,""width"":43,""height"":62}","{""animal"":""donkey"",""animal part"":""eye""}"
0003.jpg,83132,{},14,9,"{""name"":""rect"",""x"":210,""y"":322,""width"":24,""height"":45}","{""animal"":""donkey"",""animal part"":""eye""}"
0003.jpg,83132,{},14,10,"{""name"":""rect"",""x"":354,""y"":101,""width"":34,""height"":42}","{""animal"":""donkey"",""animal part"":""eye""}"
0003.jpg,83132,{},14,11,"{""name"":""rect"",""x"":458,""y"":103,""width"":30,""height"":47}","{""animal"":""donkey"",""animal part"":""eye""}"
0003.jpg,83132,{},14,12,"{""name"":""rect"",""x"":121,""y"":447,""width"":95,""height"":148}","{""animal"":""donkey"",""animal part"":""nose""}"
0003.jpg,83132,{},14,13,"{""name"":""rect"",""x"":370,""y"":204,""width"":85,""height"":115}","{""animal"":""donkey"",""animal part"":""nose""}"
0004.jpg,276911,{},39,0,"{""name"":""rect"",""x"":47,""y"":373,""width"":328,""height"":522}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0004.jpg,276911,{},39,1,"{""name"":""rect"",""x"":420,""y"":316,""width"":198,""height"":559}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0004.jpg,276911,{},39,2,"{""name"":""rect"",""x"":833,""y"":347,""width"":163,""height"":467}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0004.jpg,276911,{},39,3,"{""name"":""rect"",""x"":1076,""y"":377,""width"":168,""height"":433}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0004.jpg,276911,{},39,4,"{""name"":""rect"",""x"":53,""y"":614,""width"":62,""height"":267}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,5,"{""name"":""rect"",""x"":290,""y"":645,""width"":69,""height"":240}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,6,"{""name"":""rect"",""x"":205,""y"":650,""width"":62,""height"":238}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,7,"{""name"":""rect"",""x"":433,""y"":650,""width"":61,""height"":208}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,8,"{""name"":""rect"",""x"":506,""y"":672,""width"":61,""height"":202}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,9,"{""name"":""rect"",""x"":558,""y"":623,""width"":31,""height"":217}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,10,"{""name"":""rect"",""x"":479,""y"":659,""width"":43,""height"":208}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,11,"{""name"":""rect"",""x"":919,""y"":614,""width"":45,""height"":195}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,12,"{""name"":""rect"",""x"":867,""y"":623,""width"":45,""height"":195}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,13,"{""name"":""rect"",""x"":1176,""y"":639,""width"":36,""height"":174}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,14,"{""name"":""rect"",""x"":1124,""y"":636,""width"":36,""height"":174}","{""animal"":""donkey"",""animal part"":""leg""}"
0004.jpg,276911,{},39,15,"{""name"":""rect"",""x"":503,""y"":317,""width"":117,""height"":275}","{""animal"":""donkey"",""animal part"":""head""}"
0004.jpg,276911,{},39,16,"{""name"":""rect"",""x"":259,""y"":379,""width"":117,""height"":287}","{""animal"":""donkey"",""animal part"":""head""}"
0004.jpg,276911,{},39,17,"{""name"":""rect"",""x"":892,""y"":361,""width"":94,""height"":244}","{""animal"":""donkey"",""animal part"":""head""}"
0004.jpg,276911,{},39,18,"{""name"":""rect"",""x"":1123,""y"":379,""width"":93,""height"":234}","{""animal"":""donkey"",""animal part"":""head""}"
0004.jpg,276911,{},39,19,"{""name"":""rect"",""x"":322,""y"":388,""width"":49,""height"":91}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,20,"{""name"":""rect"",""x"":265,""y"":382,""width"":49,""height"":91}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,21,"{""name"":""rect"",""x"":575,""y"":317,""width"":39,""height"":90}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,22,"{""name"":""rect"",""x"":509,""y"":320,""width"":39,""height"":90}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,23,"{""name"":""rect"",""x"":901,""y"":362,""width"":34,""height"":81}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,24,"{""name"":""rect"",""x"":1181,""y"":385,""width"":28,""height"":67}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,25,"{""name"":""rect"",""x"":952,""y"":361,""width"":34,""height"":81}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,26,"{""name"":""rect"",""x"":1130,""y"":385,""width"":28,""height"":67}","{""animal"":""donkey"",""animal part"":""ear""}"
0004.jpg,276911,{},39,27,"{""name"":""rect"",""x"":346,""y"":515,""width"":22,""height"":27}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,28,"{""name"":""rect"",""x"":283,""y"":508,""width"":15,""height"":31}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,29,"{""name"":""rect"",""x"":520,""y"":448,""width"":22,""height"":27}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,30,"{""name"":""rect"",""x"":584,""y"":450,""width"":22,""height"":27}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,31,"{""name"":""rect"",""x"":906,""y"":468,""width"":22,""height"":27}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,32,"{""name"":""rect"",""x"":1131,""y"":485,""width"":22,""height"":27}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,33,"{""name"":""rect"",""x"":964,""y"":467,""width"":22,""height"":27}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,34,"{""name"":""rect"",""x"":1188,""y"":486,""width"":22,""height"":27}","{""animal"":""donkey"",""animal part"":""eye""}"
0004.jpg,276911,{},39,35,"{""name"":""rect"",""x"":290,""y"":583,""width"":66,""height"":81}","{""animal"":""donkey"",""animal part"":""nose""}"
0004.jpg,276911,{},39,36,"{""name"":""rect"",""x"":548,""y"":518,""width"":49,""height"":66}","{""animal"":""donkey"",""animal part"":""nose""}"
0004.jpg,276911,{},39,37,"{""name"":""rect"",""x"":1145,""y"":538,""width"":49,""height"":71}","{""animal"":""donkey"",""animal part"":""nose""}"
0004.jpg,276911,{},39,38,"{""name"":""rect"",""x"":930,""y"":529,""width"":43,""height"":64}","{""animal"":""donkey"",""animal part"":""nose""}"
0005.jpg,91701,{},18,0,"{""name"":""rect"",""x"":431,""y"":243,""width"":153,""height"":146}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0005.jpg,91701,{},18,1,"{""name"":""rect"",""x"":40,""y"":35,""width"":404,""height"":351}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0005.jpg,91701,{},18,2,"{""name"":""rect"",""x"":47,""y"":250,""width"":44,""height"":136}","{""animal"":""donkey"",""animal part"":""leg""}"
0005.jpg,91701,{},18,3,"{""name"":""rect"",""x"":279,""y"":218,""width"":51,""height"":157}","{""animal"":""donkey"",""animal part"":""leg""}"
0005.jpg,91701,{},18,4,"{""name"":""rect"",""x"":68,""y"":244,""width"":56,""height"":143}","{""animal"":""donkey"",""animal part"":""leg""}"
0005.jpg,91701,{},18,5,"{""name"":""rect"",""x"":498,""y"":323,""width"":25,""height"":58}","{""animal"":""donkey"",""animal part"":""leg""}"
0005.jpg,91701,{},18,6,"{""name"":""rect"",""x"":467,""y"":326,""width"":25,""height"":58}","{""animal"":""donkey"",""animal part"":""leg""}"
0005.jpg,91701,{},18,7,"{""name"":""rect"",""x"":534,""y"":308,""width"":41,""height"":72}","{""animal"":""donkey"",""animal part"":""leg""}"
0005.jpg,91701,{},18,8,"{""name"":""rect"",""x"":356,""y"":36,""width"":88,""height"":176}","{""animal"":""donkey"",""animal part"":""head""}"
0005.jpg,91701,{},18,9,"{""name"":""rect"",""x"":437,""y"":242,""width"":51,""height"":78}","{""animal"":""donkey"",""animal part"":""head""}"
0005.jpg,91701,{},18,10,"{""name"":""rect"",""x"":63,""y"":149,""width"":33,""height"":135}","{""animal"":""donkey"",""animal part"":""tail""}"
0005.jpg,91701,{},18,11,"{""name"":""rect"",""x"":363,""y"":47,""width"":41,""height"":59}","{""animal"":""donkey"",""animal part"":""ear""}"
0005.jpg,91701,{},18,12,"{""name"":""rect"",""x"":394,""y"":44,""width"":31,""height"":57}","{""animal"":""donkey"",""animal part"":""ear""}"
0005.jpg,91701,{},18,13,"{""name"":""rect"",""x"":454,""y"":241,""width"":31,""height"":35}","{""animal"":""donkey"",""animal part"":""ear""}"
0005.jpg,91701,{},18,14,"{""name"":""rect"",""x"":398,""y"":151,""width"":45,""height"":62}","{""animal"":""donkey"",""animal part"":""nose""}"
0005.jpg,91701,{},18,15,"{""name"":""rect"",""x"":439,""y"":302,""width"":13,""height"":16}","{""animal"":""donkey"",""animal part"":""nose""}"
0005.jpg,91701,{},18,16,"{""name"":""rect"",""x"":440,""y"":283,""width"":15,""height"":10}","{""animal"":""donkey"",""animal part"":""eye""}"
0005.jpg,91701,{},18,17,"{""name"":""rect"",""x"":402,""y"":122,""width"":18,""height"":13}","{""animal"":""donkey"",""animal part"":""eye""}"
0006.jpg,138207,{},10,0,"{""name"":""rect"",""x"":578,""y"":1,""width"":839,""height"":793}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0006.jpg,138207,{},10,1,"{""name"":""rect"",""x"":587,""y"":11,""width"":245,""height"":576}","{""animal"":""donkey"",""animal part"":""head""}"
0006.jpg,138207,{},10,2,"{""name"":""rect"",""x"":663,""y"":415,""width"":115,""height"":165}","{""animal"":""donkey"",""animal part"":""nose""}"
0006.jpg,138207,{},10,3,"{""name"":""rect"",""x"":610,""y"":269,""width"":51,""height"":80}","{""animal"":""donkey"",""animal part"":""eye""}"
0006.jpg,138207,{},10,4,"{""name"":""rect"",""x"":757,""y"":264,""width"":51,""height"":80}","{""animal"":""donkey"",""animal part"":""eye""}"
0006.jpg,138207,{},10,5,"{""name"":""rect"",""x"":590,""y"":5,""width"":87,""height"":178}","{""animal"":""donkey"",""animal part"":""ear""}"
0006.jpg,138207,{},10,6,"{""name"":""rect"",""x"":726,""y"":5,""width"":87,""height"":178}","{""animal"":""donkey"",""animal part"":""ear""}"
0006.jpg,138207,{},10,7,"{""name"":""rect"",""x"":819,""y"":605,""width"":112,""height"":197}","{""animal"":""donkey"",""animal part"":""leg""}"
0006.jpg,138207,{},10,8,"{""name"":""rect"",""x"":958,""y"":637,""width"":112,""height"":166}","{""animal"":""donkey"",""animal part"":""leg""}"
0006.jpg,138207,{},10,9,"{""name"":""rect"",""x"":1268,""y"":512,""width"":112,""height"":286}","{""animal"":""donkey"",""animal part"":""leg""}"
0007.jpg,143440,{},8,0,"{""name"":""rect"",""x"":27,""y"":24,""width"":611,""height"":683}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0007.jpg,143440,{},8,1,"{""name"":""rect"",""x"":295,""y"":27,""width"":251,""height"":616}","{""animal"":""donkey"",""animal part"":""head""}"
0007.jpg,143440,{},8,2,"{""name"":""rect"",""x"":355,""y"":489,""width"":113,""height"":159}","{""animal"":""donkey"",""animal part"":""nose""}"
0007.jpg,143440,{},8,3,"{""name"":""rect"",""x"":335,""y"":344,""width"":41,""height"":60}","{""animal"":""donkey"",""animal part"":""eye""}"
0007.jpg,143440,{},8,4,"{""name"":""rect"",""x"":468,""y"":339,""width"":41,""height"":60}","{""animal"":""donkey"",""animal part"":""eye""}"
0007.jpg,143440,{},8,5,"{""name"":""rect"",""x"":477,""y"":35,""width"":89,""height"":241}","{""animal"":""donkey"",""animal part"":""ear""}"
0007.jpg,143440,{},8,6,"{""name"":""rect"",""x"":314,""y"":44,""width"":89,""height"":241}","{""animal"":""donkey"",""animal part"":""ear""}"
0007.jpg,143440,{},8,7,"{""name"":""rect"",""x"":11,""y"":503,""width"":105,""height"":199}","{""animal"":""donkey"",""animal part"":""leg""}"
0008.jpg,68033,{},10,0,"{""name"":""rect"",""x"":53,""y"":12,""width"":466,""height"":383}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0008.jpg,68033,{},10,1,"{""name"":""rect"",""x"":127,""y"":122,""width"":32,""height"":29}","{""animal"":""donkey"",""animal part"":""eye""}"
0008.jpg,68033,{},10,2,"{""name"":""rect"",""x"":85,""y"":179,""width"":53,""height"":68}","{""animal"":""donkey"",""animal part"":""nose""}"
0008.jpg,68033,{},10,3,"{""name"":""rect"",""x"":57,""y"":17,""width"":62,""height"":63}","{""animal"":""donkey"",""animal part"":""ear""}"
0008.jpg,68033,{},10,4,"{""name"":""rect"",""x"":132,""y"":11,""width"":39,""height"":82}","{""animal"":""donkey"",""animal part"":""ear""}"
0008.jpg,68033,{},10,5,"{""name"":""rect"",""x"":239,""y"":228,""width"":37,""height"":148}","{""animal"":""donkey"",""animal part"":""leg""}"
0008.jpg,68033,{},10,6,"{""name"":""rect"",""x"":258,""y"":225,""width"":37,""height"":169}","{""animal"":""donkey"",""animal part"":""leg""}"
0008.jpg,68033,{},10,7,"{""name"":""rect"",""x"":413,""y"":190,""width"":56,""height"":157}","{""animal"":""donkey"",""animal part"":""leg""}"
0008.jpg,68033,{},10,8,"{""name"":""rect"",""x"":472,""y"":163,""width"":31,""height"":204}","{""animal"":""donkey"",""animal part"":""leg""}"
0008.jpg,68033,{},10,9,"{""name"":""rect"",""x"":491,""y"":157,""width"":30,""height"":117}","{""animal"":""donkey"",""animal part"":""tail""}"
0009.jpg,1234049,{},11,0,"{""name"":""rect"",""x"":107,""y"":99,""width"":616,""height"":549}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0009.jpg,1234049,{},11,1,"{""name"":""rect"",""x"":536,""y"":100,""width"":179,""height"":356}","{""animal"":""donkey"",""animal part"":""head""}"
0009.jpg,1234049,{},11,2,"{""name"":""rect"",""x"":552,""y"":103,""width"":59,""height"":126}","{""animal"":""donkey"",""animal part"":""ear""}"
0009.jpg,1234049,{},11,3,"{""name"":""rect"",""x"":636,""y"":107,""width"":78,""height"":98}","{""animal"":""donkey"",""animal part"":""ear""}"
0009.jpg,1234049,{},11,4,"{""name"":""rect"",""x"":558,""y"":262,""width"":41,""height"":43}","{""animal"":""donkey"",""animal part"":""eye""}"
0009.jpg,1234049,{},11,5,"{""name"":""rect"",""x"":651,""y"":257,""width"":28,""height"":43}","{""animal"":""donkey"",""animal part"":""eye""}"
0009.jpg,1234049,{},11,6,"{""name"":""rect"",""x"":586,""y"":331,""width"":84,""height"":116}","{""animal"":""donkey"",""animal part"":""nose""}"
0009.jpg,1234049,{},11,7,"{""name"":""rect"",""x"":111,""y"":328,""width"":47,""height"":129}","{""animal"":""donkey"",""animal part"":""tail""}"
0009.jpg,1234049,{},11,8,"{""name"":""rect"",""x"":153,""y"":375,""width"":41,""height"":241}","{""animal"":""donkey"",""animal part"":""leg""}"
0009.jpg,1234049,{},11,9,"{""name"":""rect"",""x"":184,""y"":369,""width"":76,""height"":239}","{""animal"":""donkey"",""animal part"":""leg""}"
0009.jpg,1234049,{},11,10,"{""name"":""rect"",""x"":384,""y"":411,""width"":53,""height"":241}","{""animal"":""donkey"",""animal part"":""leg""}"
0010.jpg,151355,{},11,0,"{""name"":""rect"",""x"":6,""y"":13,""width"":733,""height"":549}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0010.jpg,151355,{},11,1,"{""name"":""rect"",""x"":16,""y"":12,""width"":244,""height"":279}","{""animal"":""donkey"",""animal part"":""head""}"
0010.jpg,151355,{},11,2,"{""name"":""rect"",""x"":21,""y"":14,""width"":82,""height"":80}","{""animal"":""donkey"",""animal part"":""ear""}"
0010.jpg,151355,{},11,3,"{""name"":""rect"",""x"":151,""y"":25,""width"":109,""height"":77}","{""animal"":""donkey"",""animal part"":""ear""}"
0010.jpg,151355,{},11,4,"{""name"":""rect"",""x"":65,""y"":125,""width"":25,""height"":29}","{""animal"":""donkey"",""animal part"":""eye""}"
0010.jpg,151355,{},11,5,"{""name"":""rect"",""x"":128,""y"":127,""width"":36,""height"":35}","{""animal"":""donkey"",""animal part"":""eye""}"
0010.jpg,151355,{},11,6,"{""name"":""rect"",""x"":74,""y"":193,""width"":66,""height"":91}","{""animal"":""donkey"",""animal part"":""nose""}"
0010.jpg,151355,{},11,7,"{""name"":""rect"",""x"":693,""y"":179,""width"":48,""height"":111}","{""animal"":""donkey"",""animal part"":""tail""}"
0010.jpg,151355,{},11,8,"{""name"":""rect"",""x"":262,""y"":284,""width"":77,""height"":275}","{""animal"":""donkey"",""animal part"":""leg""}"
0010.jpg,151355,{},11,9,"{""name"":""rect"",""x"":596,""y"":289,""width"":83,""height"":275}","{""animal"":""donkey"",""animal part"":""leg""}"
0010.jpg,151355,{},11,10,"{""name"":""rect"",""x"":638,""y"":313,""width"":59,""height"":237}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,0,"{""name"":""rect"",""x"":31,""y"":467,""width"":207,""height"":119}","{""animal"":""donkey"",""animal part"":""tail""}"
0011.jpg,176693,{},25,1,"{""name"":""rect"",""x"":26,""y"":571,""width"":150,""height"":260}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,2,"{""name"":""rect"",""x"":491,""y"":298,""width"":281,""height"":593}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0011.jpg,176693,{},25,3,"{""name"":""rect"",""x"":1012,""y"":299,""width"":522,""height"":599}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0011.jpg,176693,{},25,4,"{""name"":""rect"",""x"":653,""y"":7,""width"":391,""height"":886}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0011.jpg,176693,{},25,5,"{""name"":""rect"",""x"":668,""y"":46,""width"":150,""height"":258}","{""animal"":""donkey"",""animal part"":""ear""}"
0011.jpg,176693,{},25,6,"{""name"":""rect"",""x"":502,""y"":308,""width"":142,""height"":91}","{""animal"":""donkey"",""animal part"":""ear""}"
0011.jpg,176693,{},25,7,"{""name"":""rect"",""x"":889,""y"":3,""width"":156,""height"":302}","{""animal"":""donkey"",""animal part"":""ear""}"
0011.jpg,176693,{},25,8,"{""name"":""rect"",""x"":1090,""y"":334,""width"":180,""height"":100}","{""animal"":""donkey"",""animal part"":""ear""}"
0011.jpg,176693,{},25,9,"{""name"":""rect"",""x"":1342,""y"":308,""width"":112,""height"":73}","{""animal"":""donkey"",""animal part"":""ear""}"
0011.jpg,176693,{},25,10,"{""name"":""rect"",""x"":583,""y"":379,""width"":51,""height"":64}","{""animal"":""donkey"",""animal part"":""eye""}"
0011.jpg,176693,{},25,11,"{""name"":""rect"",""x"":722,""y"":380,""width"":42,""height"":51}","{""animal"":""donkey"",""animal part"":""eye""}"
0011.jpg,176693,{},25,12,"{""name"":""rect"",""x"":763,""y"":394,""width"":37,""height"":42}","{""animal"":""donkey"",""animal part"":""eye""}"
0011.jpg,176693,{},25,13,"{""name"":""rect"",""x"":913,""y"":372,""width"":37,""height"":42}","{""animal"":""donkey"",""animal part"":""eye""}"
0011.jpg,176693,{},25,14,"{""name"":""rect"",""x"":1327,""y"":446,""width"":60,""height"":42}","{""animal"":""donkey"",""animal part"":""eye""}"
0011.jpg,176693,{},25,15,"{""name"":""rect"",""x"":771,""y"":580,""width"":139,""height"":146}","{""animal"":""donkey"",""animal part"":""nose""}"
0011.jpg,176693,{},25,16,"{""name"":""rect"",""x"":621,""y"":515,""width"":126,""height"":131}","{""animal"":""donkey"",""animal part"":""nose""}"
0011.jpg,176693,{},25,17,"{""name"":""rect"",""x"":1395,""y"":545,""width"":145,""height"":154}","{""animal"":""donkey"",""animal part"":""nose""}"
0011.jpg,176693,{},25,18,"{""name"":""rect"",""x"":614,""y"":674,""width"":60,""height"":216}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,19,"{""name"":""rect"",""x"":799,""y"":729,""width"":57,""height"":164}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,20,"{""name"":""rect"",""x"":695,""y"":674,""width"":60,""height"":216}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,21,"{""name"":""rect"",""x"":900,""y"":702,""width"":57,""height"":187}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,22,"{""name"":""rect"",""x"":1020,""y"":652,""width"":37,""height"":122}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,23,"{""name"":""rect"",""x"":1067,""y"":676,""width"":51,""height"":215}","{""animal"":""donkey"",""animal part"":""leg""}"
0011.jpg,176693,{},25,24,"{""name"":""rect"",""x"":1139,""y"":651,""width"":69,""height"":245}","{""animal"":""donkey"",""animal part"":""leg""}"
0012.jpg,354196,{},12,0,"{""name"":""rect"",""x"":175,""y"":4,""width"":811,""height"":781}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0012.jpg,354196,{},12,1,"{""name"":""rect"",""x"":221,""y"":256,""width"":68,""height"":396}","{""animal"":""donkey"",""animal part"":""tail""}"
0012.jpg,354196,{},12,2,"{""name"":""rect"",""x"":820,""y"":9,""width"":165,""height"":340}","{""animal"":""donkey"",""animal part"":""head""}"
0012.jpg,354196,{},12,3,"{""name"":""rect"",""x"":895,""y"":249,""width"":83,""height"":97}","{""animal"":""donkey"",""animal part"":""nose""}"
0012.jpg,354196,{},12,4,"{""name"":""rect"",""x"":847,""y"":155,""width"":36,""height"":37}","{""animal"":""donkey"",""animal part"":""eye""}"
0012.jpg,354196,{},12,5,"{""name"":""rect"",""x"":939,""y"":140,""width"":36,""height"":37}","{""animal"":""donkey"",""animal part"":""eye""}"
0012.jpg,354196,{},12,6,"{""name"":""rect"",""x"":831,""y"":5,""width"":52,""height"":95}","{""animal"":""donkey"",""animal part"":""ear""}"
0012.jpg,354196,{},12,7,"{""name"":""rect"",""x"":831,""y"":5,""width"":52,""height"":95}","{""animal"":""donkey"",""animal part"":""ear""}"
0012.jpg,354196,{},12,8,"{""name"":""rect"",""x"":193,""y"":456,""width"":93,""height"":336}","{""animal"":""donkey"",""animal part"":""leg""}"
0012.jpg,354196,{},12,9,"{""name"":""rect"",""x"":336,""y"":463,""width"":147,""height"":331}","{""animal"":""donkey"",""animal part"":""leg""}"
0012.jpg,354196,{},12,10,"{""name"":""rect"",""x"":629,""y"":520,""width"":43,""height"":169}","{""animal"":""donkey"",""animal part"":""leg""}"
0012.jpg,354196,{},12,11,"{""name"":""rect"",""x"":675,""y"":451,""width"":92,""height"":273}","{""animal"":""donkey"",""animal part"":""leg""}"
0013.jpg,8363,{},10,0,"{""name"":""rect"",""x"":70,""y"":32,""width"":98,""height"":133}","{""animal"":""donkey"",""animal part"":""not_defined""}"
0013.jpg,8363,{},10,1,"{""name"":""rect"",""x"":115,""y"":32,""width"":51,""height"":90}","{""animal"":""donkey"",""animal part"":""head""}"
0013.jpg,8363,{},10,2,"{""name"":""rect"",""x"":137,""y"":86,""width"":25,""height"":17}","{""animal"":""donkey"",""animal part"":""nose""}"
